Kod stacji,Nazwa stacji,Rok,Miesiac,Dzien,tavg,precip,vapor_pres,humidity,pressure
354180155,GDAŃSK-ŚWIBNO,2017,3,21,9.1,0.1,9.2,81.1,1003.8
354180155,GDAŃSK-ŚWIBNO,2017,3,22,6.6,0,5.8,61.1,1017.2
354180155,GDAŃSK-ŚWIBNO,2017,3,23,4.9,0,6.4,75.1,1024
354180155,GDAŃSK-ŚWIBNO,2017,3,24,5.4,0,6.1,68.8,1027.7
354180155,GDAŃSK-ŚWIBNO,2017,3,25,4.6,0,6.4,75.5,1023.9
354180155,GDAŃSK-ŚWIBNO,2017,3,26,6,0,6.2,67.9,1024.7
354180155,GDAŃSK-ŚWIBNO,2017,3,27,9.7,0,7.4,61.4,1020.7
354180155,GDAŃSK-ŚWIBNO,2017,3,28,6,0,8.7,93.5,1018.6
354180155,GDAŃSK-ŚWIBNO,2017,3,29,5.2,0.6,8.3,93.4,1015.8
354180155,GDAŃSK-ŚWIBNO,2017,3,30,6.6,1,8.2,83.6,1023.5
354180155,GDAŃSK-ŚWIBNO,2017,3,31,12.3,0,11.9,84.1,1017.5
354180155,GDAŃSK-ŚWIBNO,2017,4,1,12.6,0,11.3,80,1012.5
354180155,GDAŃSK-ŚWIBNO,2017,4,2,8.7,1.5,10.5,93.5,1015
354180155,GDAŃSK-ŚWIBNO,2017,4,3,8,0,10.1,94.3,1023.7
354180155,GDAŃSK-ŚWIBNO,2017,4,4,6.5,0,9.5,97.9,1026.2
354180155,GDAŃSK-ŚWIBNO,2017,4,5,6.5,2,8.7,90.4,1016.6
354180155,GDAŃSK-ŚWIBNO,2017,4,6,5.9,0,7.6,82.5,1012.4
354180155,GDAŃSK-ŚWIBNO,2017,4,7,6.9,0,8.6,87.1,1012.3
354180155,GDAŃSK-ŚWIBNO,2017,4,8,8.7,0,8.6,77.9,1020.1
354180155,GDAŃSK-ŚWIBNO,2017,4,9,9.7,0,8.9,75.5,1022.6
354180155,GDAŃSK-ŚWIBNO,2017,4,10,11.2,0,9.2,70.9,1012.5
354180155,GDAŃSK-ŚWIBNO,2017,4,11,7.1,0,6.2,62,1012
354180155,GDAŃSK-ŚWIBNO,2017,4,12,6.6,1.3,8.3,84.3,1007
354180155,GDAŃSK-ŚWIBNO,2017,4,13,6.3,7.5,8.6,91,1002.7
354180155,GDAŃSK-ŚWIBNO,2017,4,14,6.6,0,7.7,79.5,1006.7
354180155,GDAŃSK-ŚWIBNO,2017,4,15,6.1,6.7,8.5,90.8,1006
354180155,GDAŃSK-ŚWIBNO,2017,4,16,3.3,0,5.4,69.6,1010.7
354180155,GDAŃSK-ŚWIBNO,2017,4,17,2,0.4,5.4,76.4,1018
354180155,GDAŃSK-ŚWIBNO,2017,4,18,3.7,0,4.9,62.3,1024.8
354180155,GDAŃSK-ŚWIBNO,2017,4,19,3.4,0,4.7,60.9,1032.1
354180155,GDAŃSK-ŚWIBNO,2017,4,20,3.9,0,4.8,60,1031.6
354180155,GDAŃSK-ŚWIBNO,2017,4,21,8.1,1.8,8.5,77.3,1015.8
354180155,GDAŃSK-ŚWIBNO,2017,4,22,7.2,0,6,59.9,1007.7
354180155,GDAŃSK-ŚWIBNO,2017,4,23,4.5,6.1,6.2,75.5,1011.7
354180155,GDAŃSK-ŚWIBNO,2017,4,24,5.6,0.4,6.6,73.6,1011.2
354180155,GDAŃSK-ŚWIBNO,2017,4,25,5.6,1.8,7.8,86.3,1002.9
354180155,GDAŃSK-ŚWIBNO,2017,4,26,4.6,0,6.7,80.1,1010.1
354180155,GDAŃSK-ŚWIBNO,2017,4,27,5.6,0.2,7.3,81.3,1014.1
354180155,GDAŃSK-ŚWIBNO,2017,4,28,6.2,2.5,8.1,85.4,1014.6
354180155,GDAŃSK-ŚWIBNO,2017,4,29,5.4,0.2,7.7,86.3,1014
354180155,GDAŃSK-ŚWIBNO,2017,4,30,6.4,0,6.5,68.3,1024.1
354180155,GDAŃSK-ŚWIBNO,2017,5,1,7.6,0,7.1,67.8,1024.4
354180155,GDAŃSK-ŚWIBNO,2017,5,2,8.2,0,7.7,71.3,1025.4
354180155,GDAŃSK-ŚWIBNO,2017,5,3,8.5,0,8.9,79.8,1026
354180155,GDAŃSK-ŚWIBNO,2017,5,4,9.2,6.3,9.8,84.4,1022.4
354180155,GDAŃSK-ŚWIBNO,2017,5,5,9.9,0,10.7,87.6,1020.2
354180155,GDAŃSK-ŚWIBNO,2017,5,6,9.4,1.7,9.5,81,1015.7
354180155,GDAŃSK-ŚWIBNO,2017,5,7,7,0,9,89.6,1010.1
354180155,GDAŃSK-ŚWIBNO,2017,5,8,6.2,0.1,7.4,77.8,1012.6
354180155,GDAŃSK-ŚWIBNO,2017,5,9,4.3,0.6,4.8,57.9,1015.7
354180155,GDAŃSK-ŚWIBNO,2017,5,10,2.7,4,6.9,92.5,1009.5
354180155,GDAŃSK-ŚWIBNO,2017,5,11,4.8,0,6.7,79.4,1010.3
354180155,GDAŃSK-ŚWIBNO,2017,5,12,10,0,8.7,70.9,1010.7
354180155,GDAŃSK-ŚWIBNO,2017,5,13,12,0,9.9,71.4,1014.5
354180155,GDAŃSK-ŚWIBNO,2017,5,14,15.8,9.3,11.8,69.1,1019.4
354180155,GDAŃSK-ŚWIBNO,2017,5,15,15,0,13.1,78.4,1024.8
354180155,GDAŃSK-ŚWIBNO,2017,5,16,10.3,0,10.7,85.6,1030.1
354180155,GDAŃSK-ŚWIBNO,2017,5,17,15.4,0,12.5,73.5,1026
354180155,GDAŃSK-ŚWIBNO,2017,5,18,18.2,0,12.5,62.9,1018.4
354180155,GDAŃSK-ŚWIBNO,2017,5,19,19.4,0,13.2,60.6,1014.1
354180155,GDAŃSK-ŚWIBNO,2017,5,20,18,0,14.2,70.1,1014.9
354180155,GDAŃSK-ŚWIBNO,2017,5,21,13.9,0,12.4,78.3,1020.7
354180155,GDAŃSK-ŚWIBNO,2017,5,22,14,0,10.6,67,1020.3
354180155,GDAŃSK-ŚWIBNO,2017,5,23,13.6,0,10.4,68.6,1015.9
354180155,GDAŃSK-ŚWIBNO,2017,5,24,14.3,0,11.6,72,1013.4
354180155,GDAŃSK-ŚWIBNO,2017,5,25,12.7,0,11.9,81,1017.1
354180155,GDAŃSK-ŚWIBNO,2017,5,26,13.3,0,12.9,84.8,1018.2
354180155,GDAŃSK-ŚWIBNO,2017,5,27,15.3,0,12,72,1023.8
354180155,GDAŃSK-ŚWIBNO,2017,5,28,20.6,0,13.2,57.6,1019.4
354180155,GDAŃSK-ŚWIBNO,2017,5,29,16.9,0,15.3,79.8,1012.7
354180155,GDAŃSK-ŚWIBNO,2017,5,30,17.4,0.4,16,81,1011.6
354180155,GDAŃSK-ŚWIBNO,2017,5,31,17,0.1,12.8,67,1010.9
354180155,GDAŃSK-ŚWIBNO,2017,6,1,13.5,0,10.4,67.5,1015.6
354180155,GDAŃSK-ŚWIBNO,2017,6,2,12.4,0,10.2,70.4,1017.6
354180155,GDAŃSK-ŚWIBNO,2017,6,3,11.7,0,9.7,70,1019.6
354180155,GDAŃSK-ŚWIBNO,2017,6,4,13.7,7.1,13.2,83.8,1009.3
354180155,GDAŃSK-ŚWIBNO,2017,6,5,15.2,0,12.5,73.4,1013.1
354180155,GDAŃSK-ŚWIBNO,2017,6,6,16.8,3.5,13.7,72.5,1010.8
354180155,GDAŃSK-ŚWIBNO,2017,6,7,15.6,0.1,13.9,78.8,1008.8
354180155,GDAŃSK-ŚWIBNO,2017,6,8,14.4,0,11.2,70.3,1016.7
354180155,GDAŃSK-ŚWIBNO,2017,6,9,17.9,0,14.9,74.3,1016.3
354180155,GDAŃSK-ŚWIBNO,2017,6,10,16.2,0,14.7,80.3,1016.9
354180155,GDAŃSK-ŚWIBNO,2017,6,11,16.9,6.8,13.9,73.8,1018.1
354180155,GDAŃSK-ŚWIBNO,2017,6,12,17.7,7.3,15.1,75.5,1007.2
354180155,GDAŃSK-ŚWIBNO,2017,6,13,15.4,0.7,12.2,70.4,1007.2
354180155,GDAŃSK-ŚWIBNO,2017,6,14,16.5,0,13.1,70.9,1013.9
354180155,GDAŃSK-ŚWIBNO,2017,6,15,15.6,0,13.9,79.4,1016.5
354180155,GDAŃSK-ŚWIBNO,2017,6,16,15.6,2.4,14.8,83.6,1010.1
354180155,GDAŃSK-ŚWIBNO,2017,6,17,14.8,0,14.2,84.5,1014.6
354180155,GDAŃSK-ŚWIBNO,2017,6,18,17.7,0,15.8,79.6,1021
354180155,GDAŃSK-ŚWIBNO,2017,6,19,20.8,1.6,18,74.4,1019.2
354180155,GDAŃSK-ŚWIBNO,2017,6,20,19.3,0,16.1,71.8,1012.9
354180155,GDAŃSK-ŚWIBNO,2017,6,21,16.4,0,11.3,61.9,1014.2
354180155,GDAŃSK-ŚWIBNO,2017,6,22,15.4,0,13.3,76.8,1011.9
354180155,GDAŃSK-ŚWIBNO,2017,6,23,16.5,2.3,15.9,85.4,1006.3
354180155,GDAŃSK-ŚWIBNO,2017,6,24,17.5,0.3,16.6,83.3,1008
354180155,GDAŃSK-ŚWIBNO,2017,6,25,16.4,4.9,15.4,82.4,1007.2
354180155,GDAŃSK-ŚWIBNO,2017,6,26,16.1,0,12,67.8,1007.4
354180155,GDAŃSK-ŚWIBNO,2017,6,27,14.7,0,11.9,72.9,1012.2
354180155,GDAŃSK-ŚWIBNO,2017,6,28,18.5,1.7,15.8,74,1007
354180155,GDAŃSK-ŚWIBNO,2017,6,29,19.7,2.6,20.4,89.4,995.5
354180155,GDAŃSK-ŚWIBNO,2017,6,30,17.1,4.2,18.3,94,992.3
354180155,GDAŃSK-ŚWIBNO,2017,7,1,15.5,5.4,16,91.3,1000.7
354180155,GDAŃSK-ŚWIBNO,2017,7,2,16.4,0,14.7,79.8,1006.6
354180155,GDAŃSK-ŚWIBNO,2017,7,3,16.2,0.5,12.1,66.8,1014.2
354180155,GDAŃSK-ŚWIBNO,2017,7,4,14.6,1.1,12.7,77.8,1013.6
354180155,GDAŃSK-ŚWIBNO,2017,7,5,14.1,11,14,87.3,1016.7
354180155,GDAŃSK-ŚWIBNO,2017,7,6,13.9,0,12.8,81.5,1019.5
354180155,GDAŃSK-ŚWIBNO,2017,7,7,16.1,0,14.4,80,1016.7
354180155,GDAŃSK-ŚWIBNO,2017,7,8,16.6,6.9,16.9,89.5,1012.4
354180155,GDAŃSK-ŚWIBNO,2017,7,9,15.5,0,14.4,82.4,1013.9
354180155,GDAŃSK-ŚWIBNO,2017,7,10,17.8,23.6,17.5,84.9,1010.6
354180155,GDAŃSK-ŚWIBNO,2017,7,11,18.5,0.3,18.7,87.9,1006.8
354180155,GDAŃSK-ŚWIBNO,2017,7,12,18.5,3.6,17,81,1007.6
354180155,GDAŃSK-ŚWIBNO,2017,7,13,16.8,0,14.3,76.1,1010.9
354180155,GDAŃSK-ŚWIBNO,2017,7,14,15.5,0,12.6,72.8,1015.5
354180155,GDAŃSK-ŚWIBNO,2017,7,15,16.2,0,13.4,74,1017.9
354180155,GDAŃSK-ŚWIBNO,2017,7,16,16.6,1.6,14.3,77,1020.1
354180155,GDAŃSK-ŚWIBNO,2017,7,17,17.4,0,12.9,67,1017.5
354180155,GDAŃSK-ŚWIBNO,2017,7,18,16,0,13.1,72.4,1020
354180155,GDAŃSK-ŚWIBNO,2017,7,19,16,0,13.5,75.4,1018.7
354180155,GDAŃSK-ŚWIBNO,2017,7,20,18.5,0.7,16.5,78.3,1013.4
354180155,GDAŃSK-ŚWIBNO,2017,7,21,15.7,8.4,14.6,82,1014.2
354180155,GDAŃSK-ŚWIBNO,2017,7,22,18.1,0,16.2,78.4,1017.8
354180155,GDAŃSK-ŚWIBNO,2017,7,23,18.3,3,17.3,82.1,1014.5
354180155,GDAŃSK-ŚWIBNO,2017,7,24,17.8,0,18.5,91.3,1009.4
354180155,GDAŃSK-ŚWIBNO,2017,7,25,19.1,12.5,19.6,88.9,1002.9
354180155,GDAŃSK-ŚWIBNO,2017,7,26,17.7,50.4,19.7,97.4,998.8
354180155,GDAŃSK-ŚWIBNO,2017,7,27,16.8,6.4,18.4,96.3,1003.2
354180155,GDAŃSK-ŚWIBNO,2017,7,28,16.8,11.1,17.8,93.3,1008.3
354180155,GDAŃSK-ŚWIBNO,2017,7,29,18.5,0,15.5,75.4,1013.4
354180155,GDAŃSK-ŚWIBNO,2017,7,30,22.8,1.1,19.1,72,1011.5
354180155,GDAŃSK-ŚWIBNO,2017,7,31,20,0,20.4,87.1,1014.5
354180155,GDAŃSK-ŚWIBNO,2017,8,1,22.2,17,20.3,77.1,1016.4
354180155,GDAŃSK-ŚWIBNO,2017,8,2,20.7,0,21.2,87,1015.7
354180155,GDAŃSK-ŚWIBNO,2017,8,3,19.4,1.9,20.2,90.3,1012.6
354180155,GDAŃSK-ŚWIBNO,2017,8,4,20.2,0,16.7,72.3,1008.6
354180155,GDAŃSK-ŚWIBNO,2017,8,5,19.6,0.5,15.2,68.8,1011.2
354180155,GDAŃSK-ŚWIBNO,2017,8,6,17.5,0,14.5,73.8,1017
354180155,GDAŃSK-ŚWIBNO,2017,8,7,16.3,0,13.8,75.4,1022.6
354180155,GDAŃSK-ŚWIBNO,2017,8,8,19,0,13.5,64.8,1020.8
354180155,GDAŃSK-ŚWIBNO,2017,8,9,20.8,0,17.5,71.6,1017.1
354180155,GDAŃSK-ŚWIBNO,2017,8,10,19.2,1.6,19.9,89.6,1017.9
354180155,GDAŃSK-ŚWIBNO,2017,8,11,20.3,10.5,21.1,88.3,1014.8
354180155,GDAŃSK-ŚWIBNO,2017,8,12,18.7,0,18.1,84,1010.9
354180155,GDAŃSK-ŚWIBNO,2017,8,13,16.5,0,13.9,75.3,1015.9
354180155,GDAŃSK-ŚWIBNO,2017,8,14,15.3,0,12.7,74.4,1024.6
354180155,GDAŃSK-ŚWIBNO,2017,8,15,17.4,0,12.7,67.1,1024.3
354180155,GDAŃSK-ŚWIBNO,2017,8,16,18.6,15.8,16.7,78.6,1019.1
354180155,GDAŃSK-ŚWIBNO,2017,8,17,18.3,0,17.8,85.9,1020.3
354180155,GDAŃSK-ŚWIBNO,2017,8,18,20.1,0.7,20.2,86.9,1014.4
354180155,GDAŃSK-ŚWIBNO,2017,8,19,19.1,0,18.3,82.4,1013.2
354180155,GDAŃSK-ŚWIBNO,2017,8,20,16,19.2,14.5,81.4,1017.8
354180155,GDAŃSK-ŚWIBNO,2017,8,21,14.8,0.3,14,84.8,1015.8
354180155,GDAŃSK-ŚWIBNO,2017,8,22,15.1,21,14.2,84.6,1015.3
354180155,GDAŃSK-ŚWIBNO,2017,8,23,16.2,0,14.2,78.1,1015.9
354180155,GDAŃSK-ŚWIBNO,2017,8,24,16,0.2,13.8,76.9,1014.8
354180155,GDAŃSK-ŚWIBNO,2017,8,25,17.5,0,14.7,74.9,1014.7
354180155,GDAŃSK-ŚWIBNO,2017,8,26,16.7,17,15.4,82.5,1017.4
354180155,GDAŃSK-ŚWIBNO,2017,8,27,16,14.6,16.4,90.8,1012.5
354180155,GDAŃSK-ŚWIBNO,2017,8,28,16.2,0,14.5,79.3,1018.6
354180155,GDAŃSK-ŚWIBNO,2017,8,29,15.5,0,14.2,82.3,1019.6
354180155,GDAŃSK-ŚWIBNO,2017,8,30,18.2,0,15.3,75,1014.9
354180155,GDAŃSK-ŚWIBNO,2017,8,31,20.4,0.8,18.5,77.6,1010.6
354180155,GDAŃSK-ŚWIBNO,2017,9,1,16,18.5,14.6,80.3,1017.2
354180155,GDAŃSK-ŚWIBNO,2017,9,2,14.3,3.4,14.5,89.4,1013.7
354180155,GDAŃSK-ŚWIBNO,2017,9,3,15.6,0.9,15.2,85.8,1010.4
354180155,GDAŃSK-ŚWIBNO,2017,9,4,16,3,16.4,90.4,1007.5
354180155,GDAŃSK-ŚWIBNO,2017,9,5,16.8,0.5,17.5,91.9,1012.8
354180155,GDAŃSK-ŚWIBNO,2017,9,6,13.9,11.6,14.8,93,1011.1
354180155,GDAŃSK-ŚWIBNO,2017,9,7,12.4,1.3,13.3,92.4,1004.8
354180155,GDAŃSK-ŚWIBNO,2017,9,8,14.4,0.6,14.5,88.8,1006.6
354180155,GDAŃSK-ŚWIBNO,2017,9,9,16.4,0,15.6,84.3,1002.1
354180155,GDAŃSK-ŚWIBNO,2017,9,10,15.2,1.2,15.7,91.4,1004.3
354180155,GDAŃSK-ŚWIBNO,2017,9,11,15.7,1.7,16.2,91,1003.4
354180155,GDAŃSK-ŚWIBNO,2017,9,12,16.2,0,14.9,82,1003.1
354180155,GDAŃSK-ŚWIBNO,2017,9,13,13.2,2.9,12.4,83,1000.8
354180155,GDAŃSK-ŚWIBNO,2017,9,14,13.8,1.4,11.5,73.3,996
354180155,GDAŃSK-ŚWIBNO,2017,9,15,13.2,0,12.2,80.6,1005.6
354180155,GDAŃSK-ŚWIBNO,2017,9,16,13.5,1.3,12.5,81.8,1013.1
354180155,GDAŃSK-ŚWIBNO,2017,9,17,14.2,21.7,14.1,87.8,1011.7
354180155,GDAŃSK-ŚWIBNO,2017,9,18,13,11.7,13.9,93,1007.8
354180155,GDAŃSK-ŚWIBNO,2017,9,19,13.1,0,12.2,81.8,1014.8
354180155,GDAŃSK-ŚWIBNO,2017,9,20,12.2,0,12,86,1017.4
354180155,GDAŃSK-ŚWIBNO,2017,9,21,13.6,1.4,13.2,85.5,1018.1
354180155,GDAŃSK-ŚWIBNO,2017,9,22,14.5,0,15.1,91.4,1017.7
354180155,GDAŃSK-ŚWIBNO,2017,9,23,15.6,0,16.2,91.6,1021
354180155,GDAŃSK-ŚWIBNO,2017,9,24,15.6,0,15.4,87.3,1025.2
354180155,GDAŃSK-ŚWIBNO,2017,9,25,15.2,0,13.4,77.9,1027.8
354180155,GDAŃSK-ŚWIBNO,2017,9,26,15.7,0,14.2,81,1031
354180155,GDAŃSK-ŚWIBNO,2017,9,27,15.1,0,12.4,73.5,1033.6
354180155,GDAŃSK-ŚWIBNO,2017,9,28,13.4,0,11.2,73.9,1034
354180155,GDAŃSK-ŚWIBNO,2017,9,29,11.1,0,9.7,74.5,1031.5
354180155,GDAŃSK-ŚWIBNO,2017,9,30,10.9,0,9.2,71.1,1026.9
354180155,GDAŃSK-ŚWIBNO,2017,10,1,10.2,0,9.1,75,1025.4
354180155,GDAŃSK-ŚWIBNO,2017,10,2,11.3,5.9,10,76.5,1017.2
354180155,GDAŃSK-ŚWIBNO,2017,10,3,12.7,0.2,12.9,88.6,1009.1
354180155,GDAŃSK-ŚWIBNO,2017,10,4,11.4,0.9,11.1,82.5,1009.8
354180155,GDAŃSK-ŚWIBNO,2017,10,5,9.7,0.8,10.3,86.1,997
354180155,GDAŃSK-ŚWIBNO,2017,10,6,10.5,1.2,10.5,83.8,1001.8
354180155,GDAŃSK-ŚWIBNO,2017,10,7,10,3.6,10.7,88.1,1007.8
354180155,GDAŃSK-ŚWIBNO,2017,10,8,9.5,0,9.3,78.9,1003.9
354180155,GDAŃSK-ŚWIBNO,2017,10,9,8.3,1,9.4,86.3,1005.5
354180155,GDAŃSK-ŚWIBNO,2017,10,10,9,3,9.7,84.6,1008.2
354180155,GDAŃSK-ŚWIBNO,2017,10,11,12.3,0.3,12.8,90.1,1009.1
354180155,GDAŃSK-ŚWIBNO,2017,10,12,13.2,0,12.4,81.9,1008.5
354180155,GDAŃSK-ŚWIBNO,2017,10,13,10.7,0,9.8,77.1,1016.1
354180155,GDAŃSK-ŚWIBNO,2017,10,14,13.5,0,14.4,92.4,1019.5
354180155,GDAŃSK-ŚWIBNO,2017,10,15,14,0,13.9,86.8,1022.5
354180155,GDAŃSK-ŚWIBNO,2017,10,16,14.9,0,14.7,87.8,1020.5
354180155,GDAŃSK-ŚWIBNO,2017,10,17,13.9,0,15,94.9,1018.9
354180155,GDAŃSK-ŚWIBNO,2017,10,18,12.2,0,12.6,89.3,1015.6
354180155,GDAŃSK-ŚWIBNO,2017,10,19,12.4,0,13,90.8,1018.2
354180155,GDAŃSK-ŚWIBNO,2017,10,20,11.7,2.6,12.9,93.4,1017.4
354180155,GDAŃSK-ŚWIBNO,2017,10,21,12,0,13.7,97.5,1014.7
354180155,GDAŃSK-ŚWIBNO,2017,10,22,9.3,2.2,11.2,95.6,1013.6
354180155,GDAŃSK-ŚWIBNO,2017,10,23,8.7,0,10.7,95.4,1014.5
354180155,GDAŃSK-ŚWIBNO,2017,10,24,6.7,2.6,9.3,94.5,1024.1
354180155,GDAŃSK-ŚWIBNO,2017,10,25,9.1,6.4,11,94.6,1015.6
354180155,GDAŃSK-ŚWIBNO,2017,10,26,11.5,6.8,11.4,84.3,1014.1
354180155,GDAŃSK-ŚWIBNO,2017,10,27,8.9,6.1,10.1,88.5,1010.2
354180155,GDAŃSK-ŚWIBNO,2017,10,28,8.6,14.6,9.9,88.8,999.1
354180155,GDAŃSK-ŚWIBNO,2017,10,29,7.1,8,8.6,84.8,984.2
354180155,GDAŃSK-ŚWIBNO,2017,10,30,5,6.9,6.7,76.9,1005.6
354180155,GDAŃSK-ŚWIBNO,2017,10,31,5,0.1,6.2,72,1015.8
354180155,GDAŃSK-ŚWIBNO,2017,11,1,8.6,1.8,10.7,94.8,1011
354180155,GDAŃSK-ŚWIBNO,2017,11,2,10.3,3.9,11.5,91.5,1003.8
354180155,GDAŃSK-ŚWIBNO,2017,11,3,8.7,0,10.2,91,1012.9
354180155,GDAŃSK-ŚWIBNO,2017,11,4,7.8,0,9.5,90.1,1014.5
354180155,GDAŃSK-ŚWIBNO,2017,11,5,7.6,0,9.6,92.1,1008.7
354180155,GDAŃSK-ŚWIBNO,2017,11,6,7.5,0,9.5,91.8,1016.8
354180155,GDAŃSK-ŚWIBNO,2017,11,7,5.3,0,8,90.8,1027.4
354180155,GDAŃSK-ŚWIBNO,2017,11,8,6.5,0,8.3,85.9,1025.4
354180155,GDAŃSK-ŚWIBNO,2017,11,9,4.7,0,7.7,89.9,1020.6
354180155,GDAŃSK-ŚWIBNO,2017,11,10,6.8,1.7,8.9,90.3,1007.9
354180155,GDAŃSK-ŚWIBNO,2017,11,11,4.2,7.7,7,85,997.9
354180155,GDAŃSK-ŚWIBNO,2017,11,12,3.9,0,7,87,999.2
354180155,GDAŃSK-ŚWIBNO,2017,11,13,3.7,0.7,7.3,91.6,1006.9
354180155,GDAŃSK-ŚWIBNO,2017,11,14,3,0,6.6,86.9,1017.2
354180155,GDAŃSK-ŚWIBNO,2017,11,15,6.4,0,8.5,87.8,1020.9
354180155,GDAŃSK-ŚWIBNO,2017,11,16,4.8,0.2,8.2,94.8,1024.2
354180155,GDAŃSK-ŚWIBNO,2017,11,17,5.8,0,7.9,85.8,1019.4
354180155,GDAŃSK-ŚWIBNO,2017,11,18,3.2,1.9,6.7,87.6,1010.7
354180155,GDAŃSK-ŚWIBNO,2017,11,19,3.8,3,7.1,88.6,998.8
354180155,GDAŃSK-ŚWIBNO,2017,11,20,2.6,0,6.2,83.4,1006.3
354180155,GDAŃSK-ŚWIBNO,2017,11,21,-0.6,0,5.5,94.5,1012
354180155,GDAŃSK-ŚWIBNO,2017,11,22,1.3,2.8,6.6,97.8,1010.9
354180155,GDAŃSK-ŚWIBNO,2017,11,23,6.2,0,8.8,93.1,1008.5
354180155,GDAŃSK-ŚWIBNO,2017,11,24,7.2,0,9,88.6,1009.4
354180155,GDAŃSK-ŚWIBNO,2017,11,25,5.3,11.8,8.5,95.4,1007.8
354180155,GDAŃSK-ŚWIBNO,2017,11,26,3.5,0,6.6,84.4,1013.3
354180155,GDAŃSK-ŚWIBNO,2017,11,27,3.3,0,6.6,86.3,1014.7
354180155,GDAŃSK-ŚWIBNO,2017,11,28,2.9,1.9,6.7,89.1,1005.7
354180155,GDAŃSK-ŚWIBNO,2017,11,29,3.2,0,7.3,94.6,1006.4
354180155,GDAŃSK-ŚWIBNO,2017,11,30,1.9,8.2,6.4,91,1005.3
354180155,GDAŃSK-ŚWIBNO,2017,12,1,4,2.8,7.4,91,1006.3
354180155,GDAŃSK-ŚWIBNO,2017,12,2,0.6,0,6.1,95.9,1022.5
354180155,GDAŃSK-ŚWIBNO,2017,12,3,-0.3,1.4,5.3,88.8,1019.2
354180155,GDAŃSK-ŚWIBNO,2017,12,4,2.5,0,6.4,87.8,1012.4
354180155,GDAŃSK-ŚWIBNO,2017,12,5,2.6,1.9,7,93.6,1016.5
354180155,GDAŃSK-ŚWIBNO,2017,12,6,7.4,0.7,9.5,92.6,1012.9
354180155,GDAŃSK-ŚWIBNO,2017,12,7,6.4,0.5,7.8,81.1,1010
354180155,GDAŃSK-ŚWIBNO,2017,12,8,3.9,0.3,7.1,88.4,1000
354180155,GDAŃSK-ŚWIBNO,2017,12,9,1,0.7,5.5,83.9,1002
354180155,GDAŃSK-ŚWIBNO,2017,12,10,0.7,0.7,5.6,86.6,998
354180155,GDAŃSK-ŚWIBNO,2017,12,11,1.9,0.4,6.5,91.6,989.7
354180155,GDAŃSK-ŚWIBNO,2017,12,12,5.3,0,7.5,83.5,993.5
354180155,GDAŃSK-ŚWIBNO,2017,12,13,1.4,0,5.6,83.3,1008.6
354180155,GDAŃSK-ŚWIBNO,2017,12,14,1.8,0.1,6.1,86.5,991.2
354180155,GDAŃSK-ŚWIBNO,2017,12,15,0.9,0,5.9,91,995.3
354180155,GDAŃSK-ŚWIBNO,2017,12,16,0.3,0.6,6,94.5,1002.3
354180155,GDAŃSK-ŚWIBNO,2017,12,17,-1.1,0,5.3,93.8,1015.3
354180155,GDAŃSK-ŚWIBNO,2017,12,18,-3.6,0,4.6,97,1026.2
354180155,GDAŃSK-ŚWIBNO,2017,12,19,-2.7,0,5,97.4,1028.9
354180155,GDAŃSK-ŚWIBNO,2017,12,20,-0.7,2.1,5.7,96.6,1031.4
354180155,GDAŃSK-ŚWIBNO,2017,12,21,1.6,5.6,6.6,95.4,1022.9
354180155,GDAŃSK-ŚWIBNO,2017,12,22,4.4,0.3,7.2,85.9,1021.5
354180155,GDAŃSK-ŚWIBNO,2017,12,23,5.6,4.1,8.4,91.6,1012.1
354180155,GDAŃSK-ŚWIBNO,2017,12,24,8.7,4.7,9.6,86,1005.5
354180155,GDAŃSK-ŚWIBNO,2017,12,25,8.4,0,9.7,88.3,1008.8
354180155,GDAŃSK-ŚWIBNO,2017,12,26,5,0,7.3,83.8,1002.2
354180155,GDAŃSK-ŚWIBNO,2017,12,27,2.5,0,6.6,90.3,996.6
354180155,GDAŃSK-ŚWIBNO,2017,12,28,3.8,4.5,7.7,95.3,990.7
354180155,GDAŃSK-ŚWIBNO,2017,12,29,2.4,0,6.6,91.8,1002.2
354180155,GDAŃSK-ŚWIBNO,2017,12,30,0.7,1.1,5.5,85.6,1006
354180155,GDAŃSK-ŚWIBNO,2017,12,31,2.2,0.9,6.7,93.4,999.3
354190160,ELBLĄG-MILEJEWO,2017,1,1,1.3,4.5,6.7,100,1012.6
354190160,ELBLĄG-MILEJEWO,2017,1,2,0.6,2.4,6.1,94.4,1007.5
354190160,ELBLĄG-MILEJEWO,2017,1,3,-1.4,4.2,5.3,94.9,1006.3
354190160,ELBLĄG-MILEJEWO,2017,1,4,-0.3,2.7,5.8,96.1,986.9
354190160,ELBLĄG-MILEJEWO,2017,1,5,-7.8,0.2,2.7,79.6,1019
354190160,ELBLĄG-MILEJEWO,2017,1,6,-13,0,1.8,78.1,1038.1
354190160,ELBLĄG-MILEJEWO,2017,1,7,-9.5,0.1,2.5,82.5,1031.3
354190160,ELBLĄG-MILEJEWO,2017,1,8,-8.9,0,2.8,88.3,1029.9
354190160,ELBLĄG-MILEJEWO,2017,1,9,-6.4,0,3.6,94.4,1026.3
354190160,ELBLĄG-MILEJEWO,2017,1,10,-7.4,0,3,85.4,1020.8
